,Position,Driver,Car,Time
1,1,Michael Schumacher,Ferrari,1:19.882
10,2,Juan Pablo Montoya,McLaren Mercedes,1:20.779
16,3,Jarno Trulli,Toyota,1:20.839
9,4,Kimi Räikkönen,McLaren Mercedes,1:20.891
17,5,Ralf Schumacher,Toyota,1:20.964
5,6,Fernando Alonso,Renault,1:21.141
2,7,Rubens Barrichello,Ferrari,1:21.158
3,8,Jenson Button,BAR Honda,1:21.302
6,9,Giancarlo Fisichella,Renault,1:21.333
4,10,Takuma Sato,BAR Honda,1:21.787
15,11,Christian Klien,RBR Cosworth,1:21.937
8,12,Nick Heidfeld,Williams BMW,1:22.086
14,13,David Coulthard,RBR Cosworth,1:22.279
12,14,Felipe Massa,Sauber Petronas,1:22.565
11,15,Jacques Villeneuve,Sauber Petronas,1:22.866
7,16,Mark Webber,Williams BMW,1:23.495
21,17,Christijan Albers,Minardi Cosworth,1:24.443
19,18,Narain Karthikeyan,Jordan Toyota,1:25.057
20,19,Robert Doornbos,Minardi Cosworth,1:25.484
18,20,Tiago Monteiro,Jordan Toyota,
