,Position,Driver,Car,Time
2,1,Gerhard Berger,McLaren Honda,1:34.700
1,2,Ayrton Senna,McLaren Honda,1:34.898
5,3,Nigel Mansell,Williams Renault,1:34.922
27,4,Alain Prost,Ferrari,1:36.670
6,5,Riccardo Patrese,Williams Renault,1:36.882
28,6,Jean Alesi,Ferrari,1:37.140
23,7,Pierluigi Martini,Minardi Ferrari,1:38.154
24,8,Gianni Morbidelli,Minardi Ferrari,1:38.248
19,9,Michael Schumacher,Benetton Ford,1:38.363
20,10,Nelson Piquet,Benetton Ford,1:38.614
33,11,Andrea de Cesaris,Jordan Ford,1:38.842
22,12,Jyrki Jarvilehto,Dallara Judd,1:38.911
32,13,Alessandro Zanardi,Jordan Ford,1:38.923
4,14,Stefano Modena,Tyrrell Honda,1:38.926
3,15,Satoru Nakajima,Tyrrell Honda,1:39.118
21,16,Emanuele Pirro,Dallara Judd,1:39.238
25,17,Thierry Boutsen,Ligier Lamborghini,1:39.499
15,18,Mauricio Gugelmin,Leyton House Ilmor,1:39.518
7,19,Martin Brundle,Brabham Yamaha,1:39.697
26,20,Erik Comas,Ligier Lamborghini,1:39.820
11,21,Mika Hakkinen,Lotus Judd,1:40.024
16,22,Karl Wendlinger,Leyton House Ilmor,1:40.092
12,23,Johnny Herbert,Lotus Judd,1:40.170
14,24,Gabriele Tarquini,Fondmetal Ford,1:40.184
30,25,Aguri Suzuki,Lola Ford,1:40.255
10,26,Alex Caffi,Footwork Porsche,1:40.402
