,Position,Driver,Car,Time
14,1,Olivier Grouillard,Osella Ford,1:19.394
2,1,Nigel Mansell,Ferrari,1:13.557
1,2,Alain Prost,Ferrari,1:13.595
18,2,Yannick Dalmas,AGS Ford,1:19.885
27,3,Ayrton Senna,McLaren Honda,1:13.601
31,3,Bertrand Gachot,Coloni Ford,1:20.000
28,4,Gerhard Berger,McLaren Honda,1:14.292
17,4,Gabriele Tarquini,AGS Ford,1:20.942
33,5,Roberto Moreno,Euro Brun Judd,1:21.188
6,5,Riccardo Patrese,Williams Renault,1:14.723
20,6,Nelson Piquet,Benetton Ford,1:14.728
34,6,Claudio Langes,Euro Brun Judd,1:23.447
5,7,Thierry Boutsen,Williams Renault,1:14.934
4,8,Jean Alesi,Tyrrell Ford,1:15.122
19,9,Alessandro Nannini,Benetton Ford,1:15.411
29,10,Eric Bernard,Lola Lamborghini,1:15.673
30,11,Aguri Suzuki,Lola Lamborghini,1:16.012
16,12,Ivan Capelli,Leyton House Judd,1:16.284
21,13,Emanuele Pirro,Dallara Ford,1:16.290
15,14,Mauricio Gugelmin,Leyton House Judd,1:16.296
12,15,Martin Donnelly,Lotus Lamborghini,1:16.762
23,16,Pierluigi Martini,Minardi Ford,1:16.795
10,17,Alex Caffi,Arrows Ford,1:16.946
22,18,Andrea de Cesaris,Dallara Ford,1:17.066
9,19,Michele Alboreto,Arrows Ford,1:17.081
3,20,Satoru Nakajima,Tyrrell Ford,1:17.097
26,21,Philippe Alliot,Ligier Ford,1:17.120
11,22,Derek Warwick,Lotus Lamborghini,1:17.259
25,23,Nicola Larini,Ligier Ford,1:17.269
8,24,Stefano Modena,Brabham Judd,1:17.341
7,26,David Brabham,Brabham Judd,1:17.715
24,28,Paolo Barilla,Minardi Ford,1:18.280
