,Position,Driver,Car,Time
8,1,Fernando Alonso,Renault,1:21.688
4,2,Ralf Schumacher,Williams BMW,1:21.944
14,3,Mark Webber,Jaguar Cosworth,1:22.027
3,4,Juan Pablo Montoya,Williams BMW,1:22.180
2,5,Rubens Barrichello,Ferrari,1:22.180
7,6,Jarno Trulli,Renault,1:22.610
6,7,Kimi Räikkönen,McLaren Mercedes,1:22.742
1,8,Michael Schumacher,Ferrari,1:22.755
5,9,David Coulthard,McLaren Mercedes,1:23.060
20,10,Olivier Panis,Toyota,1:23.369
9,11,Nick Heidfeld,Sauber Petronas,1:23.621
15,12,Justin Wilson,Jaguar Cosworth,1:23.660
11,13,Giancarlo Fisichella,Jordan Ford,1:23.726
17,14,Jenson Button,BAR Honda,1:23.847
21,15,Cristiano da Matta,Toyota,1:23.982
16,16,Jacques Villeneuve,BAR Honda,1:24.100
10,17,Heinz-Harald Frentzen,Sauber Petronas,1:24.569
19,18,Jos Verstappen,Minardi Cosworth,1:26.423
12,19,Zsolt Baumgartner,Jordan Ford,1:26.678
18,20,Nicolas Kiesa,Minardi Cosworth,1:28.907
